date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2019-07-08","11020","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","10635","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2558","","","59.13","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","10735","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2558","","","59.13","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","10735","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2438","","","56.36","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","10610","","","","","431992","404870","","","","19600","","","","","2529","","","9020","19690","19380","","","","","","","","","-5.63","","2679","","","","","","22580","17240","5340","","","","","","","","","","","2438","","","56.36","","","","","","","","","","","","","","","","","","","","525","45.68","","682","","","","","","71.42","","","","","68","","","","","","","","","","","","","","","","","","","","",""
"2019-07-13","","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2211","","","51.11","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-14","","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2211","","","51.11","","","","","","","","","","","","","","","","","","","","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-15","10645","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2211","","","51.11","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","10485","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2121","","","49.03","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","10565","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2271","","","52.5","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","10660","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","2679","","","","","","","","","","","","","","","","","","","2271","","","52.5","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","10715","","","","","439218","406610","","","","20400","","","","","2529","","","9562","21362","18700","","","","","","","","","-14.93","","2679","","","","","","23345","17920","5425","","","","","","","","","","","2391","","","55.27","","","","","","","","","","","","","","","","","","","","515","45.16","","729","","","","","","71.57","","","","","68","","","","","","","","","","","","","","","","","","","","",""
"2019-07-20","","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2549","","","","","","","","","","","","","","","","","","","2391","","","55.27","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-21","","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2549","","","","","","","","","","","","","","","","","","","2391","","","55.27","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-22","10715","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2549","","","","","","","","","","","","","","","","","","","2391","","","55.27","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","10695","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2549","","","","","","","","","","","","","","","","","","","2391","","","55.27","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","10685","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2549","","","","","","","","","","","","","","","","","","","2591","","","59.89","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","10860","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2821","","","","","","","","","","","","","","","","","","","2591","","","59.89","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","10765","","","","","437869","405170","","","","20400","","","","","2087","","","8985","19785","17000","","","","","","","","","0","","2821","","","","","","22831","17500","5331","","","","","","","","","","","2691","","","62.21","","","","","","","","","","","","","","","","","","","","515","45.16","","720","","","","","","71.57","","","","","68","","","","","","","","","","","","","","","","","","","","",""
"2019-07-27","","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2821","","","","","","","","","","","","","","","","","","","2691","","","62.21","","","","","","","","","","","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-28","","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2821","","","","","","","","","","","","","","","","","","","2646","","","61.17","","","","","","","","","","","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-29","10685","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2821","","","","","","","","","","","","","","","","","","","2646","","","61.17","","","","","","","","","","","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","10635","","","","","","","","","","","","","","","2087","","","","","","","","","","","","","","","","2821","","","","","","","","","","","","","","","","","","","2646","","","61.17","","","","","","","","","","","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","10740","100100","","","536253.33","","","","","24.06","","33570","","","","2087","72211.99","43730","","","","68.82","9750","","12960","","98.18","27.78","","","65","2811","","","11.84","51464","","","","","0.79","64.42","1.4","19.11","3.57","75.11","77132","","","35.3","2646","","","61.17","83532","79446","98607","","","","79","1.46","","21489.402","10362","","","1.03","2761","0.21","2.01","64.94","36467.95","560","","33134.801","","","","","","1305","","","4.13","","70.57","","4542","4651","7","22719.24","5638.45","542011.24","10484.9","180","","","","","62.2","-1.9","7352.1","","","10133.028","11759.342","10133.03","11759.34"
"2019-08-01","10565","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2781","","","","","","","","","","","","","","","","","","","2576","","","59.55","","","","","","","","","","","","","","","","","","","","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","10340","","","","","445465","412460","","","","20100","","","","","2164","","","9065","18265","16850","","","","","","","","","12.28","","2781","","","","","","22370","17270","5100","","","","","","","","","","","2576","","","59.55","","","","","","","","","","","","","","","","","","","","560","47.26","","450","","","","","","69.69","","","","","66.55","","","","","","","","","","","","","","","","","","","","",""
"2019-08-03","","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2576","","","59.55","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-04","","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2576","","","59.55","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-05","10280","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2291","","","52.96","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","10565","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2331","","","53.88","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","11495","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2331","","","53.88","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","11575","","","","","","","","","","","","","","","2164","","","","","","","","","","","","","","","","2653","","","","","","","","","","","","","","","","","","","2331","","","53.88","","","","","","","","","","","","","","","","","","","","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","11625","","","","","450332","413990","","","","17900","","","","","2164","","","9120","17040","15400","","","","","","","","","0","","2653","","","","","","22610","17350","5260","","","","","","","","","","","2208","","","51.04","","","","","","","","","","","","","","","","","","","","540","45.57","","570","","","","","","46.47","","","","","57.67","","","","","","","","","","","","","","","","","","","","",""
