date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2019-09-19","4820","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-20","4790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","62.56","","","","","","","","","","","","","","",""
"2019-09-23","4814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-24","4720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-09-25","4720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","","","","","","","","","","","","","","","","","","","",""
"2019-09-26","4726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-27","4682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","62.29","","","","","","","","","","","","","","",""
"2019-09-30","4664","1842433","200915","46.11","20.88","0.33","","","","","","","","1477824","137061","20.88","46.11","","","0.33","921735","269044","1362160","37598","3681","50662","64010","1842433","200915","0","10659","204457","215116","19961","","157648","1095185","293061","1353343","450709","2448528","343853","73298","360189","140678","15963","4989","65149","14198","121230"
"2019-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.95","","","","","","","","","","","","","","",""
"2019-10-08","4716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-09","4792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-10-10","4792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-10-11","4826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","61.57","","","","","","","","","","","","","","",""
"2019-10-14","4682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2019-10-15","4682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-16","4810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-17","4800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-18","4808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","","","","","65.78","","","","","","","","","","","","","","",""
"2019-10-21","4878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-22","4846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000","","","","","","","","","","","","","","","","","","","",""
"2019-10-23","4920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2019-10-24","4980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-25","5068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","72.89","","","","","","","","","","","","","","",""
"2019-10-28","5150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-29","5120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-30","5220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-10-31","5216","1795841","217639","46.18","20.35","0.32","","","","","","","","1527337","137565","20.35","46.18","","","0.32","993399","270909","1425005","63200","2999","53171","70895","1795841","217639","0","5684","221623","227307","26320","","151546","1029094","290695","1322900","442241","2351994","349001","73522","327517","143146","13921","3813","66966","14574","111583"
"2019-11-01","5222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","71.88","","","","","","","","","","","","","","",""
"2019-11-04","5300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","",""
"2019-11-05","5404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-06","5382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-07","5312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-08","5338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","79.11","","","","","","","","","","","","","","",""
"2019-11-11","5542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-12","5524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","","","",""
"2019-11-13","5472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-14","5438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-11-15","5372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","75.79","","","","","","","","","","","","","","",""
"2019-11-18","5390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2019-11-19","5438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-20","5626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-21","5554","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-22","5564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","76.43","","","","","","","","","","","","","","",""
"2019-11-25","5706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-11-26","5462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-27","5440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-11-28","5400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-11-29","5594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","73.57","","","","","","","","","","","","","","",""
"2019-11-30","","1538053","184758","46.2","20.33","0.27","","","","","","","","1491725","155485","20.33","46.2","","","0.27","981676","269771","1378591","62766","3336","54388","67972","1538053","184758","","6043","181093","187136","18990","","163477","1101916","254329","1153119","417806","2255035","349978","69665","315369","154094","27920","12259","65266","16561","113993"
"2019-12-02","5552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-12-03","5594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-04","5724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-05","5776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-06","5834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","73.61","","","","","","","","","","","","","","",""
"2019-12-09","5920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-12-10","5908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-11","5844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-12","5894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-13","5922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","81.98","","","","","","","","","","","","","","",""
"2019-12-16","5930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-12-17","5968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-18","5890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-12-19","5928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
